Title,Chapter,Article,Section,Content,Page (int)
STUDENT SERVICES,Chapter 13. Admission for Special Talents and Skills (ASpecTS),Article. 4. Requirements for Application,,3. Certificate of good moral character ,Page: 118
STUDENT SERVICES,Chapter 13. Admission for Special Talents and Skills (ASpecTS),Article. 4. Requirements for Application,,"4. Letter of Intent signifying interest to join the University, willingness to be trained, and desire to pursue a bachelor’s degree",Page: 118
STUDENT SERVICES,Chapter 13. Admission for Special Talents and Skills (ASpecTS),Article. 5. Guidelines for the Monitoring of Admission Privilege,,"1. Each head shall conduct an orientation to the grantees. 

",Page: 118-119
STUDENT SERVICES,Chapter 13. Admission for Special Talents and Skills (ASpecTS),Article. 5. Guidelines for the Monitoring of Admission Privilege,,2. The monitoring tool shall be determined by each head of the identified categories. ,Page: 118-119
STUDENT SERVICES,Chapter 13. Admission for Special Talents and Skills (ASpecTS),Article. 5. Guidelines for the Monitoring of Admission Privilege,,"3. The head of the respective categories shall be responsible for the monitoring of the students accepted to the admission affirmative action program and shall have the following responsibilities: 
a. Ensure that the student applies to non-board programs of his/her choice to those who were not able to reach the cut-off score 
b. Monitor the student’s participation in trainings and activities required for the development of his/her professed skills and talents 
c. Conduct a regular performance evaluation of grantees; and 
d. Other duties inherent to the monitoring of this special privilege. ",Page: 118-119
STUDENT SERVICES,Chapter 13. Admission for Special Talents and Skills (ASpecTS),Article. 5. Guidelines for the Monitoring of Admission Privilege,,"4. The grantee shall maintain and uphold standards of the University as well as participate in the development of his/her talents or skills and shall be expected to do the following: 
a. Maintain a good relationship with his fellow, mentor, and the rest of the members of the academic community. 
b. Attend trainings and sessions required for the development of talents and skills. 
c. Abide by the duties and responsibilities required in the development of his/her talents and skills. ",Page: 118-119
STUDENT SERVICES,Chapter 13. Admission for Special Talents and Skills (ASpecTS),Article. 5. Guidelines for the Monitoring of Admission Privilege,,5. Grantees who fail to abide by these duties and responsibilities shall be subject to termination of the ASpecTS grant and privilege.,Page: 118-119
"APPENDIX I. DRESS CODE POLICY FOR STUDENTS",,,,"No student shall be discriminated against and denied admission to the University by reason of sex (gender), nationality, religion, political affiliation, or physical disability (RA 10919, Section 47). ",Page: 120
"APPENDIX I. DRESS CODE POLICY FOR STUDENTS",,,,Students with religious dress restrictions are allowed to modify their uniform designs. ,Page: 120
"APPENDIX I. DRESS CODE POLICY FOR STUDENTS",,,,"1. Gender identity: Man Those who identify themselves as men are prohibited from wearing the following while inside the university campus: 
a. Sleeveless shirts 
b. Torn and tattered jeans 
c. Rubber slippers 
d. Earrings 
e. unnatural hair colors (e.g., blue, violet, yellow, red and the like)  ",Page: 120
"APPENDIX I. DRESS CODE POLICY FOR STUDENTS",,,,"2. Gender identity: Woman Those who identify themselves as women are prohibited from wearing the following while inside the university campus: 
a. tube/spaghetti strap/ halter/ backless/ “peek-aboo” blouses 
b. Torn and tattered jeans 
c. Short pants 
d. Micro miniskirts 
e. See-through attire 
f. Plunging neckline blouses 
g. Midriff (“heaven”) blouses 
h. Rubber slippers 
i. unnatural hair colors (e.g., blue, violet, yellow, red and the like)",Page: 120
APPENDIX II. CAMPUS JOURNALISM,,,,"1. The student writer/journalist of an article in the school paper shall continuously strive to be unbiased and accurate in her/his writings; bearing in mind personal responsibility for everything she/he publishes. 
",Page: 121
APPENDIX II. CAMPUS JOURNALISM,,,,2. The student journalist should reveal her/his identity as a representative of the student press before obtaining interview for publication. ,Page: 121
APPENDIX II. CAMPUS JOURNALISM,,,,3. The editor of the school paper shall not exclude a student’s point of view solely because it is contrary to the editorial policy. ,Page: 121
APPENDIX II. CAMPUS JOURNALISM,,,,4. The editor shall apologize for whatever mistakes printed in the school paper. ,Page: 121
APPENDIX II. CAMPUS JOURNALISM,,,,5. The student journalist shall respect all confidences regarding source of information and private documents. S/he shall not falsify information or documents or misrepresent the facts. ,Page: 121
APPENDIX II. CAMPUS JOURNALISM,,,,"6. The student journalist should be familiar with the laws, rules, and regulations relative to campus journalism and/or freedom of expression. ",Page: 121
APPENDIX II. CAMPUS JOURNALISM,,,,7. The student journalist shall be familiar with the Intellectual Property Code of the Philippines and antiplagiarism concerns. ,Page: 121
APPENDIX II. CAMPUS JOURNALISM,,,,8. Everyone concerned must be familiar with the provisions of Republic Act No. 7079 “An Act Providing for The Development and Promotion of Campus Journalism”.,Page: 121
APPENDIX III. DRUG-FREE USTP,,,,"The Drug Free Committee headed by the Chairperson (VCSAS) shall strive to implement the Drug-free USTP program with all its activities and projects. 

",Page: 121-122
APPENDIX III. DRUG-FREE USTP,,,,"A drug-free campus is a declaration of the government to USTP as clear of drugs that has been subjected to the conduct of the drug testing and with the following parameters, among others: non-availability of drug supply; absence of drug user/dependent; absence of drug pusher; and existence of drug awareness, preventive education and information, and other related programs. ",Page: 121-122
APPENDIX III. DRUG-FREE USTP,,,,The DFC Chairperson shall submit reports to CHEDRO and endeavor for USTP to be declared by CHED as drug-free.,Page: 121-122
"APPENDIX III. DRUG-FREE USTP ",,I. Policy Statement and Goals ,,"USTP continues to make efforts in creating an environment conducive for learning, thus, mechanisms and programs that promote a “Drug-free USTP” will be implemented aligned with the CMO No. 64, s. 2017 and CMO No. 18, s. 2018, in accordance with Section 8 (n) and (o) of RA 7722, the Higher Education Act of 1994 as amended, in relation to Section 36 (c) of RA 9165, the Comprehensive Dangerous Drugs Act of 2002. ",Page: 122
"APPENDIX III. DRUG-FREE USTP ",,I. Policy Statement and Goals ,,"The goals of the program are to: 
1. encourage students to develop and engage a healthy and responsible lifestyle 
2. prevent and deter drug use and abuse 
3. provide assistance and intervention with reducing or eliminating substance use in students’ life 
4. heighten students’ awareness of the ill-effects of drug use",Page: 122
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage",,"The policy shall cover all undergraduate students.",Page: 122
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","A. Education and Awareness Program
","1. Orientation and information dissemination. An orientation shall be conducted before the actual drug testing and included in the Freshmen Orientation Days.  
",Page: 122-123
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","A. Education and Awareness Program
",2. Drug Symposium. The Medical Unit shall coordinate with PDEA and/or DOH for the conduct of a drug symposium (least once a semester) ,Page: 122-123
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","A. Education and Awareness Program
",3. Integration of Drug Prevention in the National Service Training Program (NSTP). The curricula shall include drug abuse prevention and control (scope as specified in Article. IV of RA 9165).,Page: 122-123
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program","1. Composition of the Drug Testing Committee. The drugfree committee and the selection board shall be composed of the Director of Student Affairs as the drug-testing coordinator (DTC) with selection board members: Faculty Association President, University Student Government President, Parents-Teachers Association President. 










",Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program",2. Unannounced Schedule of Drug Testing. The Chancellor schedules the drug testing and shall only inform the DTC and the University Physician. The DTC coordinates with the University Physician who shall then arrange for the DOH-accredited drug testing laboratory which may be scheduled for 3 straight days to accommodate the volume of students. ,Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program","3. Random Selection of the Students 

a. The selection board shall ensure that the method and process for the selection of the students to be subjected for drug testing is random (CMO 64 s 2017, 2.6 of Article. II), unbiased and without suspicion. ",Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program","b. To ensure the representativeness of the sample, stratified sampling method will be employed on a pro-rata basis with the actual population. To get the number of students to constitute as sample, the Slovin’s Formula shall be used: ",Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program",c. The list of officially enrolled students shall constitute the sampling frame. Random numbers will be generated using the SPSS ,Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program","d. Randomly selected students will be notified by OSA of the schedule of the drug testing. The letter shall also specify that results will be dealt with confidentiality and that should they divulge the results after the screening with anybody, positive or negative, it will be at their own risk. ",Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program",e. The University Physician shall supervise and oversee the actual drug testing. ,Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program","f. Confidentiality of Results. Drug testing results in accordance with Dangerous Drug Board (DDB) Board Regulation No.6, s. 2003 and No.3, s. 2009 shall be treated with utmost confidentiality and shall not be used in any criminal proceedings. No results shall be published or posted whether positive or negative. Any member of the committee or of the University community violating the rules of confidentiality of results and selection shall be liable and dealt with appropriately. ",Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program",g. Refusal to be subjected to Drug Testing or Noshow and the penalty. A randomly selected student who refuses to submit himself/herself for drug testing without any valid reason will be subjected to disciplinary sanction and may be penalized with a 3-day Suspension. Subsequent refusal shall result in dismissal from the University. ,Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program","h. Results of the Drug Test. The DOH-accredited facility shall report within 10 calendar days to DTC, including the confirmatory result of those found positive in the screening test. ",Page: 123-124
"APPENDIX III. DRUG-FREE USTP ",,"II. Scope and Coverage","B. Mandatory Random Drug Testing Program","i. If a student is “confirmed” to be using a dangerous drug, the DTC shall conduct a case conference with the parent and the student and coordinate with the DOH-accredited physician or facility following the provisions in Sec 4 (d) of Dangerous Drug Board No.3 s 2009. ",Page: 123-124
APPENDIX III. DRUG-FREE USTP,,"II. Scope and Coverage","C. Training for All University Guidance Counselors, members of the DTC and the Physician","1. The Guidance Unit shall include in their counseling program the Peer- to-Peer Life Coaching Program. With the view that students confirmed to have substance abuse needed help. 


",Page: 125
APPENDIX III. DRUG-FREE USTP,,"II. Scope and Coverage","C. Training for All University Guidance Counselors, members of the DTC and the Physician",2. Guidance Counselors shall persevere to encourage the Faculty members (including students) to refer students they suspect or have personally known to have substance abuse for appropriate intervention. These referrals are dealt with utmost confidentiality. ,Page: 125
APPENDIX III. DRUG-FREE USTP,,"II. Scope and Coverage","C. Training for All University Guidance Counselors, members of the DTC and the Physician",3. The Guidance Unit shall also establish a mechanism on handling self-confessed drug dependents. The same intervention may be provided as those found to be positive where deemed appropriate. The Unit shall strive to campaign for possible drug dependent students to seek help and be helped by their Counselors. ,Page: 125
APPENDIX III. DRUG-FREE USTP,,"II. Scope and Coverage","C. Training for All University Guidance Counselors, members of the DTC and the Physician","4. OSA shall require student organizations for accreditation, to include in their Annual Work and Financial Plan their projects/activities or programs aligned to advocating against use of prohibited drugs. No student organizations will be reaccredited without the implementation of the drug-free projects/activities or programs the school year prior to the request. The Annual Kahamili Awards shall recognize “Best Campaign for Anti-Drug Use.” The award will recognize an organization/s that has conducted activities which helped in increasing awareness on the harmful effects of drugs among their peers, etc.",Page: 125
APPENDIX III. DRUG-FREE USTP,,"II. Scope and Coverage",D. Prevention and Control Initiatives,"1. To prevent prohibited drugs from entering or being brought inside the campus, each student, personnel, and guest shall go through a bag and/or car inspection to be conducted by the security personnel. Anyone who refuses to subject themselves or their cars and/or their belongings for inspection should not be allowed to enter the campus. 

",Page: 125-126
APPENDIX III. DRUG-FREE USTP,,"II. Scope and Coverage",D. Prevention and Control Initiatives,"2. The Activity Manager must be physically present during all activities under his/her supervision to personally ensure the prevention or prohibition of disruptive behavior. Through the security staff, the following individuals (performer, player, or spectator) shall be immediately reported, identified, apprehended by the security guards/barangay tanod/police, and escorted away from the activity or denied entry into the campus those carrying illegal drugs (10.3.4.1). The student organization moderators shall also function like an activity manager during major events, i.e., intramurals, assemblies, gatherings of the students. ",Page: 125-126
APPENDIX III. DRUG-FREE USTP,,"II. Scope and Coverage",D. Prevention and Control Initiatives,"3. Any Faculty member or university employee, is deemed a person in authority if they are in the campus or within its immediate vicinity, or even beyond such immediate vicinity if they are in attendance at any University or class function (RA 9165 Article. IV Sec 44) and if they discover or finds that any person in the school or within its immediate vicinity is liable for possession, selling and/or using drugs, shall have the duty to report the violators to the Chancellor, immediate superior or security personnel who shall, in turn, report the matter to the proper authorities. Failure to do so in either case, within a reasonable period from the time of discovery of the violation shall, after due hearing, constitute sufficient cause for disciplinary action by the school authorities.",Page: 125-126
APPENDIX III. DRUG-FREE USTP,,"II. Scope and Coverage",,"As per Students’ Rights on admission without discrimination, the certified and reformed drug users shall not be discriminated against. However, disciplinary process and procedures shall be implemented for grave non-academic offenses which include the bringing of prohibited drugs into the campus will have the student be penalized with expulsion on his/her first offense. A similar penalty shall be meted out for an offense committed by students for entering the campus under the influence of prohibited drugs/controlled substances, such as shabu, marijuana, rugby, cocaine, and others as those identified and listed in RA 9165 or Comprehensive Dangerous Drugs Act of 2002.",Page: 126-127
APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL HARASSMENT,,,A. Introduction,"Pursuant to RA 7877 (Anti-Sexual Harassment Act), the University shall prevent or deter the commission of acts of sexual harassment. To this end, the following policy and guidelines are hereby adopted to prescribe the proper decorum of all concerned and for the resolution, settlement and/or disposition of sexual harassment cases.",Page: 127
APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL HARASSMENT,,,B. Policy Statement,"1. The University shall value the dignity of every individual, enhance the development of its human resources, guarantee full respect for human rights, and uphold the dignity of workers, employees, applicants for employment, students or those undergoing training, instruction, or education. Towards this end, all forms of sexual harassment in the employment, education or training environment are hereby declared unlawful. Further, the University commits to provide a work environment supportive of productivity, wherein all officials, employees and personnel are treated with dignity and respect, and will not tolerate any and all forms of sexual harassment. 



",Page: 127-128
APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL HARASSMENT,,,B. Policy Statement,"2. The University believes that employees, personnel, and students should be afforded the opportunity to work and study in an environment free of sexual harassment. Sexual harassment is a form of misconduct that undermines the employment relationship and the learning process. No employee, personnel, or students, either male or female, should be subjected verbally or physically to unsolicited and unwelcome sexual overtures or conduct. 
",Page: 127-128
APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL HARASSMENT,,,B. Policy Statement,"3. The University will not tolerate any behavior that amounts to sexual harassment, and any officer or employee found to have committed sexual harassment shall be subjected to disciplinary action, up to and including dismissal from government service. 
",Page: 127-128
APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL HARASSMENT,,,B. Policy Statement,"4. The University shall adopt mechanisms to help the alleged victim of sexual harassment which may include counselling, referral to an agency offering professional help, and advice on options available before the filing of the complaint.",Page: 127-128
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"C. Definition of Sexual Harassment","1. Sexual harassment refers to any behavior that is not welcome, that is personally offensive, debilitates morale and, therefore, interferes with work or learning effectiveness. Such behavior may be in the form of unwanted physical, verbal, or visual sexual advances, requests for sexual favors, and other sexually oriented conduct which is offensive or objectionable to the recipient, including, but not limited to: epithets, derogatory or suggestive comments, slurs or gestures and offensive posters, cartoons, pictures, or drawings. 


",Page: 128-129
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"C. Definition of Sexual Harassment","2. Work, education or training-related sexual harassment is committed by an official, employee, personnel, teacher, instructor, professor, coach, trainer, or any other agent of the University, or any other person, who, having authority, influence or moral ascendancy over another in a work or training or education environment, demands, requests or otherwise requires any sexual favor from the other, regardless of whether the demand, request or requirement for submission is accepted by the object of said act. ",Page: 128-129
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"C. Definition of Sexual Harassment","3. In a work-related or employment environment, sexual harassment is committed when: 
a. The sexual favor is made as a condition in the hiring or in the employment, re-employment, or continued employment of said individual, or in granting said individual favorable compensation, terms of conditions, promotions, or privileges; or the refusal to grant the sexual favor results in limiting, segregating, or classifying the employee which in any way would discriminate, deprive, or diminish employment opportunities or otherwise adversely affect said employee/personnel 
b. The above acts would impair the employees/ personnel’s rights or privileges under existing laws; or 
c. The above acts would result in an intimidating, hostile, or offensive environment for the employee/personnel. 
",Page: 128-129
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"C. Definition of Sexual Harassment","4. In an education or training environment, sexual harassment is committed: 
a. Against one who is under the care, custody, or supervision of the offender 
b. Against one whose education, training, apprenticeship, or tutorship is entrusted to the offender 
c. When the sexual favor is made a condition to the giving of a passing grade, or the granting of honors and scholarships, or the payment of a stipend, allowance or other benefits, privileges, or considerations; or 
d. When the sexual advances result in an intimidating, hostile or offensive environment for the student, trainee, or apprentice.",Page: 128-129
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"D. Coverage","1. This policy and guidelines cover all officials, employees, and personnel in the University, whether in the Career or Non-Career Service, holding positions under permanent or temporary status, including personnel under Contract of Service (COS), Job Order (JO) and other similar schemes and including applicants for employment or hiring after the application has been received by the University. 
",Page: 130
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"D. Coverage",2. This policy and guidelines shall also cover students at the University who complain of sexual harassment. ,Page: 130
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"D. Coverage","3. Administrative sanctions shall not be a barto prosecution in the proper courts for unlawful acts of sexual harassment. 
",Page: 130
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"D. Coverage","4. Nothing in these guidelines shall preclude the victim of work, education, or training-related sexual harassment from instituting a separate and independent action for damages and other affirmative relief.",Page: 130
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,E. Sexual Harassment as an Administrative Offense,"Under Section 51 of the 2017 Rules on Administrative Cases in the Civil Service (RACCS), acts of sexual harassment constitute administrative offenses, as follows: 

1. Grave Offenses – punishable by dismissal from the service shall include, but are not limited to: 
a. unwanted touching of private parts of the body (inner thighs, genitalia, buttocks, and breast) 
b. sexual assault 
c. malicious touching 
d. request for sexual favor in exchange for employment, promotion, local or foreign travels, favorable working conditions or assignments, a passing grade, the granting of honors or scholarship, or the grant of benefits or payment of a stipend or allowance; and 
e. other analogous cases. 






",Page: 130-133
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,E. Sexual Harassment as an Administrative Offense,"2. Less Grave Offenses – shall include, but are not limited to: 
a. unwanted touching or brushing against a victim’s body 
b. pinching not falling under grave offenses 
c. derogatory or degrading remarks or innuendoes directed toward the members of one’s sex, or one’s sexual orientation or used to describe a person 
d. verbal abuse with sexual overtones; and 
e. other analogous cases. ",Page: 130-133
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,E. Sexual Harassment as an Administrative Offense,"3. Light Offenses – shall include, but are not limited to: 
a. surreptitiously looking at a person’s private part or worn undergarments 
b. making sexist statements and uttering smutty jokes or sending these through text, electronic mail including but not limited to social media platform, causing embarrassment or offense, and carried out after the offender has been advised that they are offensive or embarrassing, or even without such advice, when they are by their nature clearly embarrassing, offensive or vulgar 
c. malicious leering or ogling 
d. display of sexually offensive pictures, material, or graffiti 
e. unwelcome inquires or comments about a person’s sex life 
f. unwelcome sexual flirtation, advances, and propositions 
g. making offensive hand or body gestures at an employee 
h. persistent unwanted attention with sexual overtones 
i. unwelcome phone calls with sexual overtones causing discomfort, embarrassment, offense, or insult to the receiver; and 
j. other analogous cases. ",Page: 130-133
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,E. Sexual Harassment as an Administrative Offense,"4. The administrative offense of work-related sexual harassment is further described in the following circumstances: 
a. Submission to or rejection of the act or series of acts is used as basis for any employment decision (including, but not limited to, matters related to hiring, promotion, raise in salary, job security, benefits, and any other human resource action) affecting the applicant/employee; or 
b. The act or series of acts have the purpose or effect of interfering with the complainant’s work performance, or creating an intimidating, hostile or offensive work environment; or 
c. The act or series of acts might reasonably be expected to cause discrimination, insecurity, discomfort, offense, or humiliation to a complainant who may be a co-employee, applicant, customer, or ward of the person complained of. ",Page: 130-133
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,E. Sexual Harassment as an Administrative Offense,"5. Education or training-related sexual harassment is committed against one who is under the actual or constructive care, custody, or supervision of the offender, or against one whose education, training, apprenticeship, internship, or tutorship is directly or constructively entrusted to, or is provided by, the offender, when: 
a. Submission to or rejection of the act or series of acts as a basis for any decision affecting the complainant, including, but not limited to, the giving of a grade, the granting of honors or a scholarship, the payment of a stipend or allowance, or the giving of any benefit, privilege, or consideration; or 
b. The act or series of acts have the purpose or effect of interfering with the performance, or creating an intimidating, hostile or offensive academic environment of the complainant; or 
c. The act or series of acts might reasonably be expected to cause discrimination, insecurity, discomfort, offense, or humiliation to a complainant who may be a trainee, apprentice, intern, tutee, or ward of the person complained of. 
",Page: 130-133
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,E. Sexual Harassment as an Administrative Offense,"5. Education or training-related sexual harassment is committed against one who is under the actual or constructive care, custody, or supervision of the offender, or against one whose education, training, apprenticeship, internship, or tutorship is directly or constructively entrusted to, or is provided by, the offender, when: 

d. The offense may also take place in the following instances: 
i. in the premises of the workplace, office, school, or training institution. 
ii. in any place where the parties were found as a result of work or education or training responsibilities or relations. 
iii. at work or education or training-related social functions. 
iv. while on official business outside the office or school or training institution or during work or school or training- related travel. 
v. at official conferences, fora, symposia, or training sessions; or 
vi. by the telephone, cellular phone, fax machine, electronic mail, social media, and in any other internet/online platform.",Page: 130-133
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"F. Persons Liable for Sexual Harassment","Any official, employee or personnel, regardless of sex, is liable for sexual harassment when s/he: 1. directly participates in the execution of any act of sexual harassment as herein defined. 



",Page: 133-134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"F. Persons Liable for Sexual Harassment",2. induces or directs another or others to commit sexual harassment as herein defined. ,Page: 133-134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"F. Persons Liable for Sexual Harassment","3. cooperates in the commission of sexual harassment by another through an act without which the sexual harassment would not have been accomplished; or 
",Page: 133-134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,"F. Persons Liable for Sexual Harassment",4. cooperates in the commission of sexual harassment by another through previous or simultaneous acts. ,Page: 133-134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,G. Procedural Guidelines,"1. Under Section 14 of the 2017 Rules on Administrative Cases in the Civil Service (RACCS), complaints for sexual harassment shall be filed with the concerned Committee on Decorum and Investigation (CODI), as follows: 
a. Cagayan de Oro Campus CODI 
b. Claveria Campus CODI 
c. Jasaan Campus CODI 
d. Oroquieta Campus CODI 
e. Panaon Campus CODI; or 
f. System CODI; and other CODIs per campus. 






",Page: 134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,G. Procedural Guidelines,"2. When the complainant or the person complained of is a member of the CODI, s/he shall be disqualified from being a member thereof or the complaint may be filed directly with the Civil Service Commission (CSC). ",Page: 134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,G. Procedural Guidelines,"3. Upon receipt by the CODI of a complaint which is sufficient in form and substance, it shall conduct a preliminary investigation to determine the existence of a prima facie case in accordance with the procedure prescribed in the 2017 RACCS. ",Page: 134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,G. Procedural Guidelines,4. The withdrawal of the complaint dose not result in its outright dismissal or discharge of the person complained of from any administrative liability. ,Page: 134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,G. Procedural Guidelines,5. The CODI shall submit a report of its findings with the corresponding recommendation to the disciplining authority for decision. ,Page: 134
"APPENDIX IV. POLICY AND GUIDELINES ON SEXUAL
HARASSMENT ",,,G. Procedural Guidelines,6. Any complaint for sexual harassment shall be filed within three (3) years from the commission of the acts of sexual harassment.,Page: 134
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",,,,"(Excerpts from RA 10175) Note: Cyber-bullying or “any bullying done through the use of technology or any electronic means” is included in the “Acts of Bullying” listed under RA 10627 or the “Anti-Bullying Act of 2013”. Below are excerpts from REPUBLIC ACT NO. 10175 AN ACT DEFINING CYBERCRIME, PROVIDING FOR THE PREVENTION, INVESTIGATION, SUPPRESSION AND THE IMPOSITION OF PENALTIES THEREFOR AND FOR OTHER PURPOSES",Page: 135
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,Section 1. Title,This Act shall be known as the “Cybercrime Prevention Act of 2012”.,Page: 135
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,Section 2. Declaration of Policy,"The State recognizes the vital role of information and communications industries such as content production, telecommunications, broadcasting electronic commerce, and data processing, in the nation’s overall social and economic development. 
",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,Section 2. Declaration of Policy,"The State also recognizes the importance of providing an environment conducive to the development, acceleration, and rational application and exploitation of information and communications technology (ICT) to attain free, easy, and intelligible access to exchange and/or delivery of information; and the need to protect and safeguard the integrity of computer, computer and communications systems, networks, and databases, and the confidentiality, integrity, and availability of information and data stored therein, from all forms of misuse, abuse, and illegal access by making punishable under the law such conduct or conducts. In this light, the State shall adopt sufficient powers to effectively prevent and combat such offenses by facilitating their detection, investigation, and prosecution at both the domestic and international levels, and by providing arrangements for fast and reliable international cooperation.",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","For purposes of this Act, the following terms are hereby defined as follows: 

(a) Access refers to the instruction, communication with, storing data in, retrieving data from, or otherwise making use of any resources of a computer system or communication network. 


",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(b) Alteration refers to the modification or change, in form or substance, of an existing computer data or program. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(c) Communication refers to the transmission of information through ICT media, including voice, video, and other forms of data. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(d) Computer refers to an electronic, magnetic, optical, electrochemical, or other data processing or communications device, or grouping of such devices, capable of performing logical, arithmetic, routing, or storage functions and which includes any storage facility or equipment, or communications facility or equipment directly related to or operating in conjunction with such device. It covers any type of computer device including devices with data processing capabilities like mobile phones, smart phones, computer networks and other devices connected to the internet. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms","(e) Computer data refers to any representation of facts, information, or concepts in a form suitable for processing in a computer system including a program suitable to cause a computer system to perform a function and includes electronic documents and/or electronic data messages whether stored in local computer systems or online. ",Page: 135-136
"APPENDIX V. CYBERCRIME PREVENTION ACT OF 2012 
",Chapter I. Preliminary Provisions,,"Section 3. Definition of Terms",(f) Computer program refers to a set of instructions executed by the computer to achieve intended results. ,Page: 135-136
